source_file,concept_id,category,integrated_var,concept,mapping_type,data_year,option_year,raw_var,matched_question_id,raw_option_order,raw_option_code,raw_option_text,unified_code,unified_label,mapping_rule,question_text,option_source_file,concept_note,row_note
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2006,95,Q12-1,J1,1,2,"3,000-4,999元",2,"3,000-4,999 元",exact_range,請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用,question_options_95.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2006,95,Q12-1,J1,1,3,"5,000-9,999 元",3,"5,000-9,999 元",source_bin_preserved_for_numeric_recode,請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用,question_options_95.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=source_bin_spans_multiple_base_bins; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2006,95,Q12-1,J1,1,4,"10,000-14,999元",4,"10,000-14,999元",source_bin_preserved_for_numeric_recode,請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用,question_options_95.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=source_bin_spans_multiple_base_bins; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2006,95,Q12-1,J1,1,5,"15,000-19,999 元",7,"15,000-19,999 元",exact_range,請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用,question_options_95.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2006,95,Q12-1,J1,1,6,"20,000-29,999元",8,"20,000-29,999 元",exact_range,請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用,question_options_95.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2006,95,Q12-1,J1,1,7,"30,000-39,999 元",9,"30,000-39,999 元",exact_range,請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用,question_options_95.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2006,95,Q12-1,J1,1,8,"40,000-49,999元",10,"40,000-49,999 元",exact_range,請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用,question_options_95.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2006,95,Q12-1,J1,1,9,"50,000-59,999 元",11,"50,000-59,999 元",exact_range,請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用,question_options_95.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2006,95,Q12-1,J1,1,10,"60,000-69,999元",12,"60,000-69,999 元",exact_range,請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用,question_options_95.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2006,95,Q12-1,J1,1,90,"70,000元及以上，請記錄 元",13,"70,000 元及以上，請記錄______________元",exact_open_upper,請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用,question_options_95.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_open_upper; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2006,95,Q12-1,J1,1,95,沒有這項支出,95,沒有這項支出,source_bin_preserved_for_numeric_recode,請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用,question_options_95.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=no_matching_103_option_bin; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2010,99,J1,J1,1,1,"2,999 元及以下",1,"2,999 元及以下",exact_range,請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用是多少？【過去ㄧ年,question_options_99.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2010,99,J1,J1,1,2,"3,000-4,999 元",2,"3,000-4,999 元",exact_range,請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用是多少？【過去ㄧ年,question_options_99.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2010,99,J1,J1,1,3,"5,000-9,999 元",3,"5,000-9,999 元",source_bin_preserved_for_numeric_recode,請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用是多少？【過去ㄧ年,question_options_99.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=source_bin_spans_multiple_base_bins; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2010,99,J1,J1,1,4,"10,000-14,999 元",4,"10,000-14,999 元",source_bin_preserved_for_numeric_recode,請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用是多少？【過去ㄧ年,question_options_99.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=source_bin_spans_multiple_base_bins; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2010,99,J1,J1,1,5,"15,000-19,999 元",7,"15,000-19,999 元",exact_range,請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用是多少？【過去ㄧ年,question_options_99.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2010,99,J1,J1,1,6,"20,000-29,999 元",8,"20,000-29,999 元",exact_range,請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用是多少？【過去ㄧ年,question_options_99.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2010,99,J1,J1,1,7,"30,000-39,999 元",9,"30,000-39,999 元",exact_range,請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用是多少？【過去ㄧ年,question_options_99.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2010,99,J1,J1,1,8,"40,000-49,999 元",10,"40,000-49,999 元",exact_range,請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用是多少？【過去ㄧ年,question_options_99.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2010,99,J1,J1,1,9,"50,000-59,999 元",11,"50,000-59,999 元",exact_range,請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用是多少？【過去ㄧ年,question_options_99.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2010,99,J1,J1,1,10,"60,000-69,999 元",12,"60,000-69,999 元",exact_range,請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用是多少？【過去ㄧ年,question_options_99.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2010,99,J1,J1,1,11,"70,000 元及以上，請記錄 元",13,"70,000 元及以上，請記錄______________元",exact_open_upper,請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用是多少？【過去ㄧ年,question_options_99.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_open_upper; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2014,103,J1,J1,1,1,"2,999 元及以下",1,"2,999 元及以下",exact_range,請問您全家每個月用在支付「買菜、水果、非酒精飲料費、零食等」的費用是多少？【過去ㄧ年,question_options_103.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2014,103,J1,J1,1,2,"3,000-4,999 元",2,"3,000-4,999 元",exact_range,請問您全家每個月用在支付「買菜、水果、非酒精飲料費、零食等」的費用是多少？【過去ㄧ年,question_options_103.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2014,103,J1,J1,1,3,"5,000-6,999 元",3,"5,000-6,999 元",exact_range,請問您全家每個月用在支付「買菜、水果、非酒精飲料費、零食等」的費用是多少？【過去ㄧ年,question_options_103.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2014,103,J1,J1,1,4,"7,000-9,999 元",4,"7,000-9,999 元",exact_range,請問您全家每個月用在支付「買菜、水果、非酒精飲料費、零食等」的費用是多少？【過去ㄧ年,question_options_103.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2014,103,J1,J1,1,5,"10,000-11,999 元",5,"10,000-11,999 元",exact_range,請問您全家每個月用在支付「買菜、水果、非酒精飲料費、零食等」的費用是多少？【過去ㄧ年,question_options_103.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2014,103,J1,J1,1,6,"12,000-14,999 元",6,"12,000-14,999 元",exact_range,請問您全家每個月用在支付「買菜、水果、非酒精飲料費、零食等」的費用是多少？【過去ㄧ年,question_options_103.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2014,103,J1,J1,1,7,"15,000-19,999 元",7,"15,000-19,999 元",exact_range,請問您全家每個月用在支付「買菜、水果、非酒精飲料費、零食等」的費用是多少？【過去ㄧ年,question_options_103.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2014,103,J1,J1,1,8,"20,000-29,999 元",8,"20,000-29,999 元",exact_range,請問您全家每個月用在支付「買菜、水果、非酒精飲料費、零食等」的費用是多少？【過去ㄧ年,question_options_103.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2014,103,J1,J1,1,9,"30,000-39,999 元",9,"30,000-39,999 元",exact_range,請問您全家每個月用在支付「買菜、水果、非酒精飲料費、零食等」的費用是多少？【過去ㄧ年,question_options_103.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2014,103,J1,J1,1,10,"40,000-49,999 元",10,"40,000-49,999 元",exact_range,請問您全家每個月用在支付「買菜、水果、非酒精飲料費、零食等」的費用是多少？【過去ㄧ年,question_options_103.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2014,103,J1,J1,1,11,"50,000-59,999 元",11,"50,000-59,999 元",exact_range,請問您全家每個月用在支付「買菜、水果、非酒精飲料費、零食等」的費用是多少？【過去ㄧ年,question_options_103.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,EXP_FOOD,家庭支出,EXP_FOOD,食品飲食支出,range_overlap,2014,103,J1,J1,1,12,"60,000-69,999 元",12,"60,000-69,999 元",exact_range,請問您全家每個月用在支付「買菜、水果、非酒精飲料費、零食等」的費用是多少？【過去ㄧ年,question_options_103.csv,91 食品消費；95 之後為買菜/飲料/零食等。 103基準題號：J1。,mapping_relation=exact_range; total_rule=source_question
