source_file,concept_id,category,integrated_var,concept,mapping_type,data_year,option_year,raw_var,matched_question_id,raw_option_order,raw_option_code,raw_option_text,unified_code,unified_label,mapping_rule,question_text,option_source_file,concept_note,row_note
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2010,99,H1,H1,1,13,"160,000 元及以上，請記錄 元",15,"160,000 元及以上，請記錄____________元",exact_open_upper,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意,question_options_99.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_open_upper; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2010,99,H1,H1,1,14,沒有這項收入,16,沒有這項收入,exact_none,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意,question_options_99.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_none; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2014,103,H1,H1,1,1,"9,999 元及以下",1,"9,999 元及以下",exact_range,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,question_options_103.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2014,103,H1,H1,1,2,"10,000-14,999 元",2,"10,000-14,999 元",exact_range,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,question_options_103.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2014,103,H1,H1,1,3,"15,000-19,999 元",3,"15,000-19,999 元",exact_range,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,question_options_103.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2014,103,H1,H1,1,4,"20,000-24,999 元",4,"20,000-24,999 元",exact_range,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,question_options_103.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2014,103,H1,H1,1,5,"25,000-29,999 元",5,"25,000-29,999 元",exact_range,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,question_options_103.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2014,103,H1,H1,1,6,"30,000-39,999 元",6,"30,000-39,999 元",exact_range,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,question_options_103.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2014,103,H1,H1,1,7,"40,000-49,999 元",7,"40,000-49,999 元",exact_range,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,question_options_103.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2014,103,H1,H1,1,8,"50,000-59,999 元",8,"50,000-59,999 元",exact_range,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,question_options_103.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2014,103,H1,H1,1,9,"60,000-69,999 元",9,"60,000-69,999 元",exact_range,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,question_options_103.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2014,103,H1,H1,1,10,"70,000-79,999 元",10,"70,000-79,999 元",exact_range,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,question_options_103.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2014,103,H1,H1,1,11,"80,000-89,999 元",11,"80,000-89,999 元",exact_range,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,question_options_103.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2014,103,H1,H1,1,12,"90,000-99,999 元",12,"90,000-99,999 元",exact_range,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,question_options_103.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2014,103,H1,H1,1,13,"100,000-129,999元",13,"100,000-129,999元",exact_range,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,question_options_103.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2014,103,H1,H1,1,14,"130,000-159,999元",14,"130,000-159,999元",exact_range,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,question_options_103.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2014,103,H1,H1,1,15,"160,000 元及以上，請記錄____________元",15,"160,000 元及以上，請記錄____________元",exact_open_upper,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,question_options_103.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_open_upper; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2014,103,H1,H1,1,16,沒有這項收入,16,沒有這項收入,exact_none,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,question_options_103.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_none; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2017,106,J1,H1,1,1,"未滿10,000元",1,"9,999 元及以下",exact_range,請問經濟戶長個人每個月「工作薪水、兼差薪水、加班費、退休金、年終獎金，以及從事農林漁,question_options_106.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2017,106,J1,H1,1,2,"10,000 元-未滿15,000元",2,"10,000-14,999 元",exact_range,請問經濟戶長個人每個月「工作薪水、兼差薪水、加班費、退休金、年終獎金，以及從事農林漁,question_options_106.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2017,106,J1,H1,1,3,"15,000 元-未滿20,000元",3,"15,000-19,999 元",exact_range,請問經濟戶長個人每個月「工作薪水、兼差薪水、加班費、退休金、年終獎金，以及從事農林漁,question_options_106.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2017,106,J1,H1,1,4,"20,000 元-未滿25,000元",4,"20,000-24,999 元",exact_range,請問經濟戶長個人每個月「工作薪水、兼差薪水、加班費、退休金、年終獎金，以及從事農林漁,question_options_106.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2017,106,J1,H1,1,5,"25,000 元-未滿30,000元",5,"25,000-29,999 元",exact_range,請問經濟戶長個人每個月「工作薪水、兼差薪水、加班費、退休金、年終獎金，以及從事農林漁,question_options_106.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2017,106,J1,H1,1,6,"30,000 元-未滿40,000元",6,"30,000-39,999 元",exact_range,請問經濟戶長個人每個月「工作薪水、兼差薪水、加班費、退休金、年終獎金，以及從事農林漁,question_options_106.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2017,106,J1,H1,1,7,"40,000 元-未滿50,000元",7,"40,000-49,999 元",exact_range,請問經濟戶長個人每個月「工作薪水、兼差薪水、加班費、退休金、年終獎金，以及從事農林漁,question_options_106.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2017,106,J1,H1,1,8,"50,000 元-未滿60,000元",8,"50,000-59,999 元",exact_range,請問經濟戶長個人每個月「工作薪水、兼差薪水、加班費、退休金、年終獎金，以及從事農林漁,question_options_106.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2017,106,J1,H1,1,9,"60,000 元-未滿70,000元",9,"60,000-69,999 元",exact_range,請問經濟戶長個人每個月「工作薪水、兼差薪水、加班費、退休金、年終獎金，以及從事農林漁,question_options_106.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2017,106,J1,H1,1,10,"70,000 元-未滿80,000元",10,"70,000-79,999 元",exact_range,請問經濟戶長個人每個月「工作薪水、兼差薪水、加班費、退休金、年終獎金，以及從事農林漁,question_options_106.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2017,106,J1,H1,1,11,"80,000元-未滿90,000元",11,"80,000-89,999 元",exact_range,請問經濟戶長個人每個月「工作薪水、兼差薪水、加班費、退休金、年終獎金，以及從事農林漁,question_options_106.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2017,106,J1,H1,1,12,"90,000元-未滿100,000元",12,"90,000-99,999 元",exact_range,請問經濟戶長個人每個月「工作薪水、兼差薪水、加班費、退休金、年終獎金，以及從事農林漁,question_options_106.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2017,106,J1,H1,1,13,"100,000元-未滿130,000元",13,"100,000-129,999元",exact_range,請問經濟戶長個人每個月「工作薪水、兼差薪水、加班費、退休金、年終獎金，以及從事農林漁,question_options_106.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2017,106,J1,H1,1,14,"130,000元-未滿160,000元",14,"130,000-159,999元",exact_range,請問經濟戶長個人每個月「工作薪水、兼差薪水、加班費、退休金、年終獎金，以及從事農林漁,question_options_106.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2017,106,J1,H1,1,15,"160,000元以上，請記錄____________元",15,"160,000 元及以上，請記錄____________元",exact_open_upper,請問經濟戶長個人每個月「工作薪水、兼差薪水、加班費、退休金、年終獎金，以及從事農林漁,question_options_106.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_open_upper; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2017,106,J1,H1,1,16,沒有這項收入,16,沒有這項收入,exact_none,請問經濟戶長個人每個月「工作薪水、兼差薪水、加班費、退休金、年終獎金，以及從事農林漁,question_options_106.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_none; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2021,110,E1,H1,1,1,"未滿10,000元",1,"9,999 元及以下",exact_range,請問經濟戶長個人每個月「工作薪水、兼差薪水、加班費、退休金、年終獎金，以及從事農林漁,question_options_110.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
build_income_expenditure_crosswalk.py,INC_PERS_WORK,個人收入,INC_PERS_WORK,個人工作/營業收入,range_overlap,2021,110,E1,H1,1,2,"10,000 元-未滿15,000元",2,"10,000-14,999 元",exact_range,請問經濟戶長個人每個月「工作薪水、兼差薪水、加班費、退休金、年終獎金，以及從事農林漁,question_options_110.csv,95+ 同概念；106/110 對象為經濟戶長。 103基準題號：H1。,mapping_relation=exact_range; total_rule=source_question
