year,source_pdf,question_id,question_text,option_code,option_text
103,ques103.pdf,G6-1,請問您家中目前的房屋貸款總共借（貸）了多少錢？,4.0,150 萬元-未滿200萬元
103,ques103.pdf,G6-1,請問您家中目前的房屋貸款總共借（貸）了多少錢？,5.0,200 萬元-未滿300萬元
103,ques103.pdf,G6-1,請問您家中目前的房屋貸款總共借（貸）了多少錢？,6.0,300 萬元-未滿400
103,ques103.pdf,G6-1,請問您家中目前的房屋貸款總共借（貸）了多少錢？,7.0,400 萬元-未滿500萬元
103,ques103.pdf,G6-1,請問您家中目前的房屋貸款總共借（貸）了多少錢？,8.0,500 萬元-未滿600萬元
103,ques103.pdf,G6-1,請問您家中目前的房屋貸款總共借（貸）了多少錢？,9.0,600 萬元-未滿700
103,ques103.pdf,G6-1,請問您家中目前的房屋貸款總共借（貸）了多少錢？,10.0,700 萬元-未滿800 萬元
103,ques103.pdf,G6-1,請問您家中目前的房屋貸款總共借（貸）了多少錢？,11.0,800 萬元-未滿900 萬元
103,ques103.pdf,G6-1,請問您家中目前的房屋貸款總共借（貸）了多少錢？,12.0,"900 萬元-未滿1,000 萬元"
103,ques103.pdf,G6-1,請問您家中目前的房屋貸款總共借（貸）了多少錢？,13.0,"1,000 萬元及以上，請記錄______________萬元"
103,ques103.pdf,G6-2,請問您家中每個月房屋貸款要繳多少錢？【過去ㄧ年平均每個月的繳款金額】,1.0,"4,999"
103,ques103.pdf,G6-2,請問您家中每個月房屋貸款要繳多少錢？【過去ㄧ年平均每個月的繳款金額】,2.0,"5,000-9,999 元"
103,ques103.pdf,G6-2,請問您家中每個月房屋貸款要繳多少錢？【過去ㄧ年平均每個月的繳款金額】,3.0,"10,000-14,999 元"
103,ques103.pdf,G6-2,請問您家中每個月房屋貸款要繳多少錢？【過去ㄧ年平均每個月的繳款金額】,4.0,"15,000-19,999 元"
103,ques103.pdf,G6-2,請問您家中每個月房屋貸款要繳多少錢？【過去ㄧ年平均每個月的繳款金額】,5.0,"20,000-24,999 元"
103,ques103.pdf,G6-2,請問您家中每個月房屋貸款要繳多少錢？【過去ㄧ年平均每個月的繳款金額】,6.0,"25,000-29,999 元"
103,ques103.pdf,G6-2,請問您家中每個月房屋貸款要繳多少錢？【過去ㄧ年平均每個月的繳款金額】,7.0,"30,000-39,999 元"
103,ques103.pdf,G6-2,請問您家中每個月房屋貸款要繳多少錢？【過去ㄧ年平均每個月的繳款金額】,8.0,"40,000-49,999 元"
103,ques103.pdf,G6-2,請問您家中每個月房屋貸款要繳多少錢？【過去ㄧ年平均每個月的繳款金額】,9.0,"50,000-59,999 元"
103,ques103.pdf,G6-2,請問您家中每個月房屋貸款要繳多少錢？【過去ㄧ年平均每個月的繳款金額】,10.0,"60,000-69,999 元"
103,ques103.pdf,G6-2,請問您家中每個月房屋貸款要繳多少錢？【過去ㄧ年平均每個月的繳款金額】,11.0,"70,000 元及以上，請記錄______________元"
103,ques103.pdf,G6-2,請問您家中每個月房屋貸款要繳多少錢？【過去ㄧ年平均每個月的繳款金額】,12.0,沒有在繳貸款 附1-2
103,ques103.pdf,G7,請問您個人有沒有信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的貸款呢？,1.0,有
103,ques103.pdf,G7,請問您個人有沒有信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的貸款呢？,2.0,沒有跳答G8
103,ques103.pdf,G7-1,請問您個人的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等總共借了多少錢？,1.0,未滿5 萬元
103,ques103.pdf,G7-1,請問您個人的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等總共借了多少錢？,2.0,5 萬元-未滿10 萬元
103,ques103.pdf,G7-1,請問您個人的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等總共借了多少錢？,3.0,10 萬元-未滿 15 萬元
103,ques103.pdf,G7-1,請問您個人的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等總共借了多少錢？,4.0,15 萬元-未滿20 萬元
103,ques103.pdf,G7-1,請問您個人的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等總共借了多少錢？,5.0,20 萬元-未滿25 萬元
103,ques103.pdf,G7-1,請問您個人的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等總共借了多少錢？,6.0,25 萬元-未滿 30 萬元
103,ques103.pdf,G7-1,請問您個人的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等總共借了多少錢？,7.0,30 萬元-未滿35 萬元
103,ques103.pdf,G7-1,請問您個人的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等總共借了多少錢？,8.0,35 萬元-未滿40 萬元
103,ques103.pdf,G7-1,請問您個人的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等總共借了多少錢？,9.0,40 萬元-未滿 45 萬元
103,ques103.pdf,G7-1,請問您個人的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等總共借了多少錢？,10.0,45 萬元-未滿50萬元
103,ques103.pdf,G7-1,請問您個人的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等總共借了多少錢？,11.0,50 萬元-未滿60萬元
103,ques103.pdf,G7-1,請問您個人的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等總共借了多少錢？,12.0,60 萬元-未滿70萬元
103,ques103.pdf,G7-1,請問您個人的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等總共借了多少錢？,13.0,70 萬元-未滿80萬元
103,ques103.pdf,G7-1,請問您個人的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等總共借了多少錢？,14.0,80 萬元-未滿90萬元
103,ques103.pdf,G7-1,請問您個人的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等總共借了多少錢？,15.0,90 萬元-未滿100萬元
103,ques103.pdf,G7-1,請問您個人的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等總共借了多少錢？,16.0,100 萬元及以上，請記錄______________萬元
103,ques103.pdf,G7-2,請問您個人每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的貸,1.0,"2,999"
103,ques103.pdf,G7-2,請問您個人每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的貸,2.0,"3,000-4,999 元"
103,ques103.pdf,G7-2,請問您個人每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的貸,3.0,"5,000-6,999 元"
103,ques103.pdf,G7-2,請問您個人每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的貸,4.0,"7,000-9,999 元"
103,ques103.pdf,G7-2,請問您個人每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的貸,5.0,"10,000-11,999 元"
103,ques103.pdf,G7-2,請問您個人每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的貸,6.0,"12,000-14,999 元"
103,ques103.pdf,G7-2,請問您個人每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的貸,7.0,"15,000-19,999 元"
103,ques103.pdf,G7-2,請問您個人每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的貸,8.0,"20,000-24,999 元"
103,ques103.pdf,G7-2,請問您個人每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的貸,9.0,"25,000-29,999 元"
103,ques103.pdf,G7-2,請問您個人每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的貸,10.0,"30,000-39,999 元"
103,ques103.pdf,G7-2,請問您個人每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的貸,11.0,"40,000-49,999 元"
103,ques103.pdf,G7-2,請問您個人每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的貸,12.0,"50,000-59,999 元"
103,ques103.pdf,G7-2,請問您個人每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的貸,13.0,"60,000-69,999 元"
103,ques103.pdf,G7-2,請問您個人每個月要繳納的信用貸款、車貸、信用卡、現金卡、擔保貸款、就學貸款等的貸,14.0,"70,000 元及以上，請記錄______________元"
103,ques103.pdf,G8,請問您有沒有向親友、雇主、店家等借錢、預支薪水或賒帳等情形？,1.0,有  (2)沒有跳答 H部分
103,ques103.pdf,G8-1,請問您借錢、預支薪水、賒帳的金額大約多少？,1.0,999 元及以下
103,ques103.pdf,G8-1,請問您借錢、預支薪水、賒帳的金額大約多少？,2.0,"1,000-2,999 元"
103,ques103.pdf,G8-1,請問您借錢、預支薪水、賒帳的金額大約多少？,3.0,"3,000-4,999 元"
103,ques103.pdf,G8-1,請問您借錢、預支薪水、賒帳的金額大約多少？,4.0,"5,000-6,999 元"
103,ques103.pdf,G8-1,請問您借錢、預支薪水、賒帳的金額大約多少？,5.0,"7,000-9,999 元"
103,ques103.pdf,G8-1,請問您借錢、預支薪水、賒帳的金額大約多少？,6.0,"10,000-14,999 元"
103,ques103.pdf,G8-1,請問您借錢、預支薪水、賒帳的金額大約多少？,7.0,"15,000-19,999 元"
103,ques103.pdf,G8-1,請問您借錢、預支薪水、賒帳的金額大約多少？,8.0,"20,000-29,999 元"
103,ques103.pdf,G8-1,請問您借錢、預支薪水、賒帳的金額大約多少？,9.0,"30,000-39,999 元"
103,ques103.pdf,G8-1,請問您借錢、預支薪水、賒帳的金額大約多少？,10.0,"40,000-49,999 元"
103,ques103.pdf,G8-1,請問您借錢、預支薪水、賒帳的金額大約多少？,11.0,"50,000-59,999 元"
103,ques103.pdf,G8-1,請問您借錢、預支薪水、賒帳的金額大約多少？,12.0,"60,000-69,999 元"
103,ques103.pdf,G8-1,請問您借錢、預支薪水、賒帳的金額大約多少？,13.0,"70,000-79,999 元"
103,ques103.pdf,G8-1,請問您借錢、預支薪水、賒帳的金額大約多少？,14.0,"80,000-89,999 元"
103,ques103.pdf,G8-1,請問您借錢、預支薪水、賒帳的金額大約多少？,15.0,"90,000-99,999 元"
103,ques103.pdf,G8-1,請問您借錢、預支薪水、賒帳的金額大約多少？,16.0,"100,000 元及以上，請記錄_________________元"
103,ques103.pdf,G8-2,請問您是用何種方式還款？,,
103,ques103.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,1.0,"9,999 元及以下"
103,ques103.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,2.0,"10,000-14,999 元"
103,ques103.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,3.0,"15,000-19,999 元"
103,ques103.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,4.0,"20,000-24,999 元"
103,ques103.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,5.0,"25,000-29,999 元"
103,ques103.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,6.0,"30,000-39,999 元"
103,ques103.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,7.0,"40,000-49,999 元"
103,ques103.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,8.0,"50,000-59,999 元"
103,ques103.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,9.0,"60,000-69,999 元"
103,ques103.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,10.0,"70,000-79,999 元"
103,ques103.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,11.0,"80,000-89,999 元"
103,ques103.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,12.0,"90,000-99,999 元"
103,ques103.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,13.0,"100,000-129,999元"
103,ques103.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,14.0,"130,000-159,999元"
103,ques103.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,15.0,"160,000 元及以上，請記錄____________元"
103,ques103.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意等」,16.0,沒有這項收入 附1-3
103,ques103.pdf,H2,請問您個人每個月接受「政府津貼補助、各種社會保險、私人保險」收入總共是多少？,1.0,999 元及以下
103,ques103.pdf,H2,請問您個人每個月接受「政府津貼補助、各種社會保險、私人保險」收入總共是多少？,2.0,"1,000-1,999 元"
103,ques103.pdf,H2,請問您個人每個月接受「政府津貼補助、各種社會保險、私人保險」收入總共是多少？,3.0,"2,000-2,999 元"
103,ques103.pdf,H2,請問您個人每個月接受「政府津貼補助、各種社會保險、私人保險」收入總共是多少？,4.0,"3,000-3,999 元"
103,ques103.pdf,H2,請問您個人每個月接受「政府津貼補助、各種社會保險、私人保險」收入總共是多少？,5.0,"4,000-4,999 元"
103,ques103.pdf,H2,請問您個人每個月接受「政府津貼補助、各種社會保險、私人保險」收入總共是多少？,6.0,"5,000-5,999 元"
103,ques103.pdf,H2,請問您個人每個月接受「政府津貼補助、各種社會保險、私人保險」收入總共是多少？,7.0,"6,000-7,999 元"
103,ques103.pdf,H2,請問您個人每個月接受「政府津貼補助、各種社會保險、私人保險」收入總共是多少？,8.0,"8,000-9,999 元"
103,ques103.pdf,H2,請問您個人每個月接受「政府津貼補助、各種社會保險、私人保險」收入總共是多少？,9.0,"10,000-14,999 元"
103,ques103.pdf,H2,請問您個人每個月接受「政府津貼補助、各種社會保險、私人保險」收入總共是多少？,10.0,"15,000-19,999 元"
103,ques103.pdf,H2,請問您個人每個月接受「政府津貼補助、各種社會保險、私人保險」收入總共是多少？,11.0,"20,000-29,999 元 □(12 30,000 元及以上，請記錄________元 □(13 沒有這項收入"
103,ques103.pdf,H3,請問您個人每個月「紅白包禮金、私人發給救濟金/慰問金、向私人借住房屋省下的房租」收入總,1.0,999 元及以下
103,ques103.pdf,H3,請問您個人每個月「紅白包禮金、私人發給救濟金/慰問金、向私人借住房屋省下的房租」收入總,2.0,"1,000-1,999 元"
103,ques103.pdf,H3,請問您個人每個月「紅白包禮金、私人發給救濟金/慰問金、向私人借住房屋省下的房租」收入總,3.0,"2,000-2,999 元"
103,ques103.pdf,H3,請問您個人每個月「紅白包禮金、私人發給救濟金/慰問金、向私人借住房屋省下的房租」收入總,4.0,"3,000-3,999 元"
103,ques103.pdf,H3,請問您個人每個月「紅白包禮金、私人發給救濟金/慰問金、向私人借住房屋省下的房租」收入總,5.0,"4,000-4,999 元"
103,ques103.pdf,H3,請問您個人每個月「紅白包禮金、私人發給救濟金/慰問金、向私人借住房屋省下的房租」收入總,6.0,"5,000-5,999 元"
103,ques103.pdf,H3,請問您個人每個月「紅白包禮金、私人發給救濟金/慰問金、向私人借住房屋省下的房租」收入總,7.0,"6,000-7,999 元"
103,ques103.pdf,H3,請問您個人每個月「紅白包禮金、私人發給救濟金/慰問金、向私人借住房屋省下的房租」收入總,8.0,"8,000-9,999 元"
103,ques103.pdf,H3,請問您個人每個月「紅白包禮金、私人發給救濟金/慰問金、向私人借住房屋省下的房租」收入總,9.0,"10,000-14,999 元"
103,ques103.pdf,H3,請問您個人每個月「紅白包禮金、私人發給救濟金/慰問金、向私人借住房屋省下的房租」收入總,10.0,"15,000-19,999 元"
103,ques103.pdf,H3,請問您個人每個月「紅白包禮金、私人發給救濟金/慰問金、向私人借住房屋省下的房租」收入總,11.0,"20,000-29,999 元 □(12 30,000 元及以上，請記錄________元 □(13 沒有這項收入"
103,ques103.pdf,H4,請問您個人每個月的「存款利息、跟會利息、股票利息、各種投資利息」收入總共是多少？【過,1.0,999 元及以下
103,ques103.pdf,H4,請問您個人每個月的「存款利息、跟會利息、股票利息、各種投資利息」收入總共是多少？【過,2.0,"1,000-1,999 元"
103,ques103.pdf,H4,請問您個人每個月的「存款利息、跟會利息、股票利息、各種投資利息」收入總共是多少？【過,3.0,"2,000-2,999 元"
103,ques103.pdf,H4,請問您個人每個月的「存款利息、跟會利息、股票利息、各種投資利息」收入總共是多少？【過,4.0,"3,000-3,999 元"
103,ques103.pdf,H4,請問您個人每個月的「存款利息、跟會利息、股票利息、各種投資利息」收入總共是多少？【過,5.0,"4,000-4,999 元"
103,ques103.pdf,H4,請問您個人每個月的「存款利息、跟會利息、股票利息、各種投資利息」收入總共是多少？【過,6.0,"5,000-5,999 元"
103,ques103.pdf,H4,請問您個人每個月的「存款利息、跟會利息、股票利息、各種投資利息」收入總共是多少？【過,7.0,"6,000-7,999 元"
103,ques103.pdf,H4,請問您個人每個月的「存款利息、跟會利息、股票利息、各種投資利息」收入總共是多少？【過,8.0,"8,000-9,999 元"
103,ques103.pdf,H4,請問您個人每個月的「存款利息、跟會利息、股票利息、各種投資利息」收入總共是多少？【過,9.0,"10,000-14,999 元"
103,ques103.pdf,H4,請問您個人每個月的「存款利息、跟會利息、股票利息、各種投資利息」收入總共是多少？【過,10.0,"15,000-19,999 元"
103,ques103.pdf,H4,請問您個人每個月的「存款利息、跟會利息、股票利息、各種投資利息」收入總共是多少？【過,11.0,"20,000-29,999 元"
103,ques103.pdf,H4,請問您個人每個月的「存款利息、跟會利息、股票利息、各種投資利息」收入總共是多少？【過,12.0,"30,000 元及以上，請記錄________元"
103,ques103.pdf,H4,請問您個人每個月的「存款利息、跟會利息、股票利息、各種投資利息」收入總共是多少？【過,13.0,沒有這項收入
103,ques103.pdf,H5,請問您個人每個月的「房屋、土地出租租金」收入總共是多少？,1.0,"4,999 元及以下"
103,ques103.pdf,H5,請問您個人每個月的「房屋、土地出租租金」收入總共是多少？,2.0,"5,000-9,999 元"
103,ques103.pdf,H5,請問您個人每個月的「房屋、土地出租租金」收入總共是多少？,3.0,"10,000-14,999 元"
103,ques103.pdf,H5,請問您個人每個月的「房屋、土地出租租金」收入總共是多少？,4.0,"15,000-19,999 元"
103,ques103.pdf,H5,請問您個人每個月的「房屋、土地出租租金」收入總共是多少？,5.0,"20,000-24,999 元"
103,ques103.pdf,H5,請問您個人每個月的「房屋、土地出租租金」收入總共是多少？,6.0,"25,000-29,999 元"
103,ques103.pdf,H5,請問您個人每個月的「房屋、土地出租租金」收入總共是多少？,7.0,"30,000-39,999 元"
103,ques103.pdf,H5,請問您個人每個月的「房屋、土地出租租金」收入總共是多少？,8.0,"40,000-49,999 元"
103,ques103.pdf,H5,請問您個人每個月的「房屋、土地出租租金」收入總共是多少？,9.0,"50,000-59,999 元"
103,ques103.pdf,H5,請問您個人每個月的「房屋、土地出租租金」收入總共是多少？,10.0,"60,000-69,999 元"
103,ques103.pdf,H5,請問您個人每個月的「房屋、土地出租租金」收入總共是多少？,11.0,"70,000-79,999 元"
103,ques103.pdf,H5,請問您個人每個月的「房屋、土地出租租金」收入總共是多少？,12.0,"80,000 元及以上，請記錄_________________元"
