year,source_pdf,question_id,question_text,option_code,option_text,extraction_note
99,ques99.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意,3,"20,000-29,999 元",
99,ques99.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意,4,"30,000-39,999 元",
99,ques99.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意,5,"40,000-49,999 元",
99,ques99.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意,6,"50,000-59,999 元",
99,ques99.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意,7,"60,000-69,999 元",
99,ques99.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意,8,"70,000-79,999 元",
99,ques99.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意,9,"80,000-89,999 元",
99,ques99.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意,10,"90,000-99,999 元",
99,ques99.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意,11,"100,000-129,999 元",
99,ques99.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意,12,"130,000-159,999 元",
99,ques99.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意,13,"160,000 元及以上，請記錄 元",
99,ques99.pdf,H1,請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做生意,14,沒有這項收入,
99,ques99.pdf,H2,請問您個人每個月接受「政府津貼補助、各種保險」收入總共是多少？,1,999 元及以下,
99,ques99.pdf,H2,請問您個人每個月接受「政府津貼補助、各種保險」收入總共是多少？,2,"1,000-1,999 元",
99,ques99.pdf,H2,請問您個人每個月接受「政府津貼補助、各種保險」收入總共是多少？,3,"2,000-2,999 元",
99,ques99.pdf,H2,請問您個人每個月接受「政府津貼補助、各種保險」收入總共是多少？,4,"3,000-3,999 元",
99,ques99.pdf,H2,請問您個人每個月接受「政府津貼補助、各種保險」收入總共是多少？,5,"4,000-4,999 元",
99,ques99.pdf,H2,請問您個人每個月接受「政府津貼補助、各種保險」收入總共是多少？,6,"5,000-5,999 元",
99,ques99.pdf,H2,請問您個人每個月接受「政府津貼補助、各種保險」收入總共是多少？,7,"6,000-7,999 元",
99,ques99.pdf,H2,請問您個人每個月接受「政府津貼補助、各種保險」收入總共是多少？,8,"8,000-9,999 元",
99,ques99.pdf,H2,請問您個人每個月接受「政府津貼補助、各種保險」收入總共是多少？,9,"10,000-14,999 元",
99,ques99.pdf,H2,請問您個人每個月接受「政府津貼補助、各種保險」收入總共是多少？,10,"15,000-19,999 元",
99,ques99.pdf,H2,請問您個人每個月接受「政府津貼補助、各種保險」收入總共是多少？,11,"20,000-29,999 元",
99,ques99.pdf,H2,請問您個人每個月接受「政府津貼補助、各種保險」收入總共是多少？,12,"30,000 元及以上，請記錄 元",
99,ques99.pdf,H2,請問您個人每個月接受「政府津貼補助、各種保險」收入總共是多少？,13,沒有這項收入,
99,ques99.pdf,H3,請問您個人每個月的「利息、股票買賣、跟會標會、各種投資」收入總共是多少？【過去ㄧ年,1,999 元及以下,
99,ques99.pdf,H3,請問您個人每個月的「利息、股票買賣、跟會標會、各種投資」收入總共是多少？【過去ㄧ年,2,"1,000-1,999 元",
99,ques99.pdf,H3,請問您個人每個月的「利息、股票買賣、跟會標會、各種投資」收入總共是多少？【過去ㄧ年,3,"2,000-2,999 元",
99,ques99.pdf,H3,請問您個人每個月的「利息、股票買賣、跟會標會、各種投資」收入總共是多少？【過去ㄧ年,4,"3,000-3,999 元",
99,ques99.pdf,H3,請問您個人每個月的「利息、股票買賣、跟會標會、各種投資」收入總共是多少？【過去ㄧ年,5,"4,000-4,999 元",
99,ques99.pdf,H3,請問您個人每個月的「利息、股票買賣、跟會標會、各種投資」收入總共是多少？【過去ㄧ年,6,"5,000-5,999 元",
99,ques99.pdf,H3,請問您個人每個月的「利息、股票買賣、跟會標會、各種投資」收入總共是多少？【過去ㄧ年,7,"6,000-7,999 元",
99,ques99.pdf,H3,請問您個人每個月的「利息、股票買賣、跟會標會、各種投資」收入總共是多少？【過去ㄧ年,8,"8,000-9,999 元",
99,ques99.pdf,H3,請問您個人每個月的「利息、股票買賣、跟會標會、各種投資」收入總共是多少？【過去ㄧ年,9,"10,000-14,999 元",
99,ques99.pdf,H3,請問您個人每個月的「利息、股票買賣、跟會標會、各種投資」收入總共是多少？【過去ㄧ年,10,"15,000-19,999 元",
99,ques99.pdf,H3,請問您個人每個月的「利息、股票買賣、跟會標會、各種投資」收入總共是多少？【過去ㄧ年,11,"20,000-29,999 元",
99,ques99.pdf,H3,請問您個人每個月的「利息、股票買賣、跟會標會、各種投資」收入總共是多少？【過去ㄧ年,12,"30,000 元及以上，請記錄 元",
99,ques99.pdf,H3,請問您個人每個月的「利息、股票買賣、跟會標會、各種投資」收入總共是多少？【過去ㄧ年,13,沒有這項收入,
99,ques99.pdf,H4,請問您個人每個月的「房屋、土地出租租金」收入總共是多少？,1,"4,999 元及以下",
99,ques99.pdf,H4,請問您個人每個月的「房屋、土地出租租金」收入總共是多少？,2,"5,000-9,999 元",
99,ques99.pdf,H4,請問您個人每個月的「房屋、土地出租租金」收入總共是多少？,3,"10,000-14,999 元",
99,ques99.pdf,H4,請問您個人每個月的「房屋、土地出租租金」收入總共是多少？,4,"15,000-19,999 元",
99,ques99.pdf,H4,請問您個人每個月的「房屋、土地出租租金」收入總共是多少？,5,"20,000-24,999 元",
99,ques99.pdf,H4,請問您個人每個月的「房屋、土地出租租金」收入總共是多少？,6,"25,000-29,999 元",
99,ques99.pdf,H4,請問您個人每個月的「房屋、土地出租租金」收入總共是多少？,7,"30,000-39,999 元",
99,ques99.pdf,H4,請問您個人每個月的「房屋、土地出租租金」收入總共是多少？,8,"40,000-49,999 元",
99,ques99.pdf,H4,請問您個人每個月的「房屋、土地出租租金」收入總共是多少？,9,"50,000-59,999 元",
99,ques99.pdf,H4,請問您個人每個月的「房屋、土地出租租金」收入總共是多少？,10,"60,000-69,999 元",
99,ques99.pdf,H4,請問您個人每個月的「房屋、土地出租租金」收入總共是多少？,11,"70,000-79,999 元",
99,ques99.pdf,H4,請問您個人每個月的「房屋、土地出租租金」收入總共是多少？,12,"80,000 元及以上，請記錄 元",
99,ques99.pdf,H4,請問您個人每個月的「房屋、土地出租租金」收入總共是多少？,13,沒有這項收入,
99,ques99.pdf,H5,除了以上這些收入以外，請問您個人每個月「其他」收入總共是多少？,1,"4,999 元及以下",
99,ques99.pdf,H5,除了以上這些收入以外，請問您個人每個月「其他」收入總共是多少？,2,"5,000-9,999 元",
99,ques99.pdf,H5,除了以上這些收入以外，請問您個人每個月「其他」收入總共是多少？,3,"10,000-14,999 元",
99,ques99.pdf,H5,除了以上這些收入以外，請問您個人每個月「其他」收入總共是多少？,4,"15,000-19,999 元",
99,ques99.pdf,H5,除了以上這些收入以外，請問您個人每個月「其他」收入總共是多少？,5,"20,000-24,999 元",
99,ques99.pdf,H5,除了以上這些收入以外，請問您個人每個月「其他」收入總共是多少？,6,"25,000-29,999 元",
99,ques99.pdf,H5,除了以上這些收入以外，請問您個人每個月「其他」收入總共是多少？,7,"30,000-39,999 元",
99,ques99.pdf,H5,除了以上這些收入以外，請問您個人每個月「其他」收入總共是多少？,8,"40,000-49,999 元",
99,ques99.pdf,H5,除了以上這些收入以外，請問您個人每個月「其他」收入總共是多少？,9,"50,000-59,999 元",
99,ques99.pdf,H5,除了以上這些收入以外，請問您個人每個月「其他」收入總共是多少？,10,"60,000-69,999 元",
99,ques99.pdf,H5,除了以上這些收入以外，請問您個人每個月「其他」收入總共是多少？,11,"70,000-79,999 元",
99,ques99.pdf,H5,除了以上這些收入以外，請問您個人每個月「其他」收入總共是多少？,12,"80,000 元及以上，請記錄 元",
99,ques99.pdf,H5,除了以上這些收入以外，請問您個人每個月「其他」收入總共是多少？,13,沒有這項收入,
99,ques99.pdf,I1,除了您本人以外，家裡有沒有其他具有原住民身分的家人有固定收入？,1,是,manual_visual_review_yes_no_2026-07-26
99,ques99.pdf,I1,除了您本人以外，家裡有沒有其他具有原住民身分的家人有固定收入？,2,不是,manual_visual_review_yes_no_2026-07-26
99,ques99.pdf,I1-1,請問家裡其他具有原住民身分且有固定收入的家人總共有幾位？,,,open_numeric_response_confirmed_2026-07-26
99,ques99.pdf,I2,包含您本人，全家每個月的「工作薪水、兼差薪水、加班費、退休金，或是從事農林漁牧業或,1,"9,999 元及以下",
99,ques99.pdf,I2,包含您本人，全家每個月的「工作薪水、兼差薪水、加班費、退休金，或是從事農林漁牧業或,2,"10,000-19,999 元",
99,ques99.pdf,I2,包含您本人，全家每個月的「工作薪水、兼差薪水、加班費、退休金，或是從事農林漁牧業或,3,"20,000-29,999 元",
99,ques99.pdf,I2,包含您本人，全家每個月的「工作薪水、兼差薪水、加班費、退休金，或是從事農林漁牧業或,4,"30,000-39,999 元",
99,ques99.pdf,I2,包含您本人，全家每個月的「工作薪水、兼差薪水、加班費、退休金，或是從事農林漁牧業或,5,"40,000-49,999 元",
99,ques99.pdf,I2,包含您本人，全家每個月的「工作薪水、兼差薪水、加班費、退休金，或是從事農林漁牧業或,6,"50,000-59,999 元",
99,ques99.pdf,I2,包含您本人，全家每個月的「工作薪水、兼差薪水、加班費、退休金，或是從事農林漁牧業或,7,"60,000-69,999 元",
99,ques99.pdf,I2,包含您本人，全家每個月的「工作薪水、兼差薪水、加班費、退休金，或是從事農林漁牧業或,8,"70,000-79,999 元",
99,ques99.pdf,I2,包含您本人，全家每個月的「工作薪水、兼差薪水、加班費、退休金，或是從事農林漁牧業或,9,"80,000-89,999 元",
99,ques99.pdf,I2,包含您本人，全家每個月的「工作薪水、兼差薪水、加班費、退休金，或是從事農林漁牧業或,10,"90,000-99,999 元",
99,ques99.pdf,I2,包含您本人，全家每個月的「工作薪水、兼差薪水、加班費、退休金，或是從事農林漁牧業或,11,"100,000-129,999 元",
99,ques99.pdf,I2,包含您本人，全家每個月的「工作薪水、兼差薪水、加班費、退休金，或是從事農林漁牧業或,12,"130,000-159,999 元",
99,ques99.pdf,I2,包含您本人，全家每個月的「工作薪水、兼差薪水、加班費、退休金，或是從事農林漁牧業或,13,"160,000 元及以上，請記錄 元",
99,ques99.pdf,I2,包含您本人，全家每個月的「工作薪水、兼差薪水、加班費、退休金，或是從事農林漁牧業或,14,沒有這項收入,
99,ques99.pdf,I3,包含您本人，全家每個月接受「政府發給津貼、補助、各種保險」總收入是多少？【過去ㄧ年,1,999 元及以下,
99,ques99.pdf,I3,包含您本人，全家每個月接受「政府發給津貼、補助、各種保險」總收入是多少？【過去ㄧ年,2,"1,000-1,999 元",
99,ques99.pdf,I3,包含您本人，全家每個月接受「政府發給津貼、補助、各種保險」總收入是多少？【過去ㄧ年,3,"2,000-2,999 元",
99,ques99.pdf,I3,包含您本人，全家每個月接受「政府發給津貼、補助、各種保險」總收入是多少？【過去ㄧ年,4,"3,000-3,999 元",
99,ques99.pdf,I3,包含您本人，全家每個月接受「政府發給津貼、補助、各種保險」總收入是多少？【過去ㄧ年,5,"4,000-4,999 元",
99,ques99.pdf,I3,包含您本人，全家每個月接受「政府發給津貼、補助、各種保險」總收入是多少？【過去ㄧ年,6,"5,000-5,999 元",
99,ques99.pdf,I3,包含您本人，全家每個月接受「政府發給津貼、補助、各種保險」總收入是多少？【過去ㄧ年,7,"6,000-7,999 元",
99,ques99.pdf,I3,包含您本人，全家每個月接受「政府發給津貼、補助、各種保險」總收入是多少？【過去ㄧ年,8,"8,000-9,999 元",
99,ques99.pdf,I3,包含您本人，全家每個月接受「政府發給津貼、補助、各種保險」總收入是多少？【過去ㄧ年,9,"10,000-14,999 元",
99,ques99.pdf,I3,包含您本人，全家每個月接受「政府發給津貼、補助、各種保險」總收入是多少？【過去ㄧ年,10,"15,000-19,999 元",
99,ques99.pdf,I3,包含您本人，全家每個月接受「政府發給津貼、補助、各種保險」總收入是多少？【過去ㄧ年,11,"20,000-29,999 元",
99,ques99.pdf,I3,包含您本人，全家每個月接受「政府發給津貼、補助、各種保險」總收入是多少？【過去ㄧ年,12,"30,000 元及以上，請記錄 元",
99,ques99.pdf,I3,包含您本人，全家每個月接受「政府發給津貼、補助、各種保險」總收入是多少？【過去ㄧ年,13,沒有這項收入,
99,ques99.pdf,I4,包含您本人，全家每個月的「利息、股票買賣、跟會標會、各種投資」總收入是多少？【過去,1,999 元及以下,
99,ques99.pdf,I4,包含您本人，全家每個月的「利息、股票買賣、跟會標會、各種投資」總收入是多少？【過去,2,"1,000-1,999 元",
99,ques99.pdf,I4,包含您本人，全家每個月的「利息、股票買賣、跟會標會、各種投資」總收入是多少？【過去,3,"2,000-2,999 元",
99,ques99.pdf,I4,包含您本人，全家每個月的「利息、股票買賣、跟會標會、各種投資」總收入是多少？【過去,4,"3,000-3,999 元",
99,ques99.pdf,I4,包含您本人，全家每個月的「利息、股票買賣、跟會標會、各種投資」總收入是多少？【過去,5,"4,000-4,999 元",
99,ques99.pdf,I4,包含您本人，全家每個月的「利息、股票買賣、跟會標會、各種投資」總收入是多少？【過去,6,"5,000-5,999 元",
99,ques99.pdf,I4,包含您本人，全家每個月的「利息、股票買賣、跟會標會、各種投資」總收入是多少？【過去,7,"6,000-7,999 元",
99,ques99.pdf,I4,包含您本人，全家每個月的「利息、股票買賣、跟會標會、各種投資」總收入是多少？【過去,8,"8,000-9,999 元",
99,ques99.pdf,I4,包含您本人，全家每個月的「利息、股票買賣、跟會標會、各種投資」總收入是多少？【過去,9,"10,000-14,999 元",
99,ques99.pdf,I4,包含您本人，全家每個月的「利息、股票買賣、跟會標會、各種投資」總收入是多少？【過去,10,"15,000-19,999 元",
99,ques99.pdf,I4,包含您本人，全家每個月的「利息、股票買賣、跟會標會、各種投資」總收入是多少？【過去,11,"20,000-29,999 元",
99,ques99.pdf,I4,包含您本人，全家每個月的「利息、股票買賣、跟會標會、各種投資」總收入是多少？【過去,12,"30,000 元及以上，請記錄 元",
99,ques99.pdf,I4,包含您本人，全家每個月的「利息、股票買賣、跟會標會、各種投資」總收入是多少？【過去,13,沒有這項收入,
99,ques99.pdf,I5,包含您本人，全家每個月的「房屋、土地出租租金」收入總共是多少？【過去ㄧ年帄均每個月,1,"4,999 元及以下",
99,ques99.pdf,I5,包含您本人，全家每個月的「房屋、土地出租租金」收入總共是多少？【過去ㄧ年帄均每個月,2,"5,000-9,999 元",
99,ques99.pdf,I5,包含您本人，全家每個月的「房屋、土地出租租金」收入總共是多少？【過去ㄧ年帄均每個月,3,"10,000-14,999 元",
99,ques99.pdf,I5,包含您本人，全家每個月的「房屋、土地出租租金」收入總共是多少？【過去ㄧ年帄均每個月,4,"15,000-19,999 元",
99,ques99.pdf,I5,包含您本人，全家每個月的「房屋、土地出租租金」收入總共是多少？【過去ㄧ年帄均每個月,5,"20,000-24,999 元",
99,ques99.pdf,I5,包含您本人，全家每個月的「房屋、土地出租租金」收入總共是多少？【過去ㄧ年帄均每個月,6,"25,000-29,999 元",
99,ques99.pdf,I5,包含您本人，全家每個月的「房屋、土地出租租金」收入總共是多少？【過去ㄧ年帄均每個月,7,"30,000-39,999 元",
99,ques99.pdf,I5,包含您本人，全家每個月的「房屋、土地出租租金」收入總共是多少？【過去ㄧ年帄均每個月,8,"40,000-49,999 元",
99,ques99.pdf,I5,包含您本人，全家每個月的「房屋、土地出租租金」收入總共是多少？【過去ㄧ年帄均每個月,9,"50,000-59,999 元",
99,ques99.pdf,I5,包含您本人，全家每個月的「房屋、土地出租租金」收入總共是多少？【過去ㄧ年帄均每個月,10,"60,000-69,999 元",
99,ques99.pdf,I5,包含您本人，全家每個月的「房屋、土地出租租金」收入總共是多少？【過去ㄧ年帄均每個月,11,"70,000-79,999 元",
99,ques99.pdf,I5,包含您本人，全家每個月的「房屋、土地出租租金」收入總共是多少？【過去ㄧ年帄均每個月,12,"80,000 元及以上，請記錄 元",
99,ques99.pdf,I5,包含您本人，全家每個月的「房屋、土地出租租金」收入總共是多少？【過去ㄧ年帄均每個月,13,沒有這項收入,
99,ques99.pdf,I6,包含您本人，全家每個月除了以上這些收入以外的「其他」收入總共是多少？【過去ㄧ年帄均,1,"4,999 元及以下",
99,ques99.pdf,I6,包含您本人，全家每個月除了以上這些收入以外的「其他」收入總共是多少？【過去ㄧ年帄均,2,"5,000-9,999 元",
99,ques99.pdf,I6,包含您本人，全家每個月除了以上這些收入以外的「其他」收入總共是多少？【過去ㄧ年帄均,3,"10,000-14,999 元",
99,ques99.pdf,I6,包含您本人，全家每個月除了以上這些收入以外的「其他」收入總共是多少？【過去ㄧ年帄均,4,"15,000-19,999 元",
99,ques99.pdf,I6,包含您本人，全家每個月除了以上這些收入以外的「其他」收入總共是多少？【過去ㄧ年帄均,5,"20,000-24,999 元",
99,ques99.pdf,I6,包含您本人，全家每個月除了以上這些收入以外的「其他」收入總共是多少？【過去ㄧ年帄均,6,"25,000-29,999 元",
99,ques99.pdf,I6,包含您本人，全家每個月除了以上這些收入以外的「其他」收入總共是多少？【過去ㄧ年帄均,7,"30,000-39,999 元",
99,ques99.pdf,I6,包含您本人，全家每個月除了以上這些收入以外的「其他」收入總共是多少？【過去ㄧ年帄均,8,"40,000-49,999 元",
99,ques99.pdf,I6,包含您本人，全家每個月除了以上這些收入以外的「其他」收入總共是多少？【過去ㄧ年帄均,9,"50,000-59,999 元",
99,ques99.pdf,I6,包含您本人，全家每個月除了以上這些收入以外的「其他」收入總共是多少？【過去ㄧ年帄均,10,"60,000-69,999 元",
99,ques99.pdf,I6,包含您本人，全家每個月除了以上這些收入以外的「其他」收入總共是多少？【過去ㄧ年帄均,11,"70,000-79,999 元",
99,ques99.pdf,I6,包含您本人，全家每個月除了以上這些收入以外的「其他」收入總共是多少？【過去ㄧ年帄均,12,"80,000 元及以上，請記錄 元",
99,ques99.pdf,I6,包含您本人，全家每個月除了以上這些收入以外的「其他」收入總共是多少？【過去ㄧ年帄均,13,沒有這項收入,
99,ques99.pdf,J1,請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用是多少？【過去ㄧ年,1,"2,999 元及以下",
99,ques99.pdf,J1,請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用是多少？【過去ㄧ年,2,"3,000-4,999 元",
99,ques99.pdf,J1,請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用是多少？【過去ㄧ年,3,"5,000-9,999 元",
